For Period: from 02/02/2017 to 02/02/2017
Active and Inactive Subscriptions counted
Region	State	Library	AccountId	SalesRep	Subscription Start Date	Subscription End Date	Subscription Status	System Name
North America	New York	New City & West Nyack Libraries	7083282	jlevy	12/01/2016	11/30/2017	Inactive	
North America	North Carolina	New Hanover County Public Library	7026711	swilliams1	04/01/2016	03/31/2017	Inactive	
North America	Connecticut	New Haven Free Public Library		jlevy	10/01/2016	09/30/2017	Inactive	
North America	Illinois	New Lenox Public Library	7075926	mhaddadnull	04/01/2016	03/31/2017	Inactive	
North America	California	New School of Architecture and Design		mransdell	08/15/2016	08/31/2017	Inactive	
North America	British Columbia	New Westminster Public Library	7040662	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	New York	New York Society Library		Doss	02/01/2017	01/31/2018	Inactive	
Europe, UK	England	Newcastle City Council			06/17/2015	06/30/2017	Inactive	
Australia	New South Wales	Newcastle Region Library			12/01/2014	11/30/2019	Active	
North America	California	Newport Beach Public Library	7026475	hyena	02/01/2017	01/31/2018	Inactive	
North America	Virginia	Newport News Public Library	1739715	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Rhode Island	Newport Public Library	7031838	ngilbert	07/01/2016	06/30/2017	Inactive	
North America	Georgia	Newton County Library		bgilbert	07/01/2016	06/30/2017	Inactive	GADD
North America	Ontario	Niagara Falls Public Library	7076904	rseifert	07/01/2016	06/30/2017	Inactive	
North America	New York	Nioga Library System	7076910	rseifert	11/01/2016	10/31/2017	Inactive	
Australia	Queensland	Noosa Library service			05/01/2015	04/30/2020	Active	
Europe, UK	England	Norfolk County Library & Information Service			04/17/2015	04/30/2018	Inactive	
North America	Ontario	Norfolk County Public Library	7097646	rseifert	01/01/2017	12/31/2017	Inactive	SVOD -- Acorn TV
North America	Massachusetts	Norfolk Public Library	7052533	jlevy	10/01/2016	09/30/2017	Inactive	
North America	Virginia	Norfolk Public Library	7052283	Doss	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842 ACORN TV ONLY
North America	Illinois	Normal Public Library	1725194	mhaddadnull	03/01/2016	02/28/2017	Inactive	
Europe, UK	Scotland	North Ayrshire Libraries			11/01/2014	10/31/2018	Inactive	
North America	New York	North Bellmore Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	Washington	North Central Regional Library	1744021	Messersmith	07/01/2016	06/30/2017	Inactive	
North America	North Dakota	North Dakota State College of Science	7099110	cpitcher	06/16/2016	06/30/2017	Inactive	
North America	North Dakota	North Dakota State Library	7052798	cpitcher	07/01/2016	06/30/2017	Inactive	
Europe, UK	England	North East Lincolnshire Council			11/01/2014	10/31/2018	Inactive	
North America	Missouri	North Kansas City Public Library	7076318	swilks	10/01/2016	09/30/2017	Inactive	Value Collection
Europe, UK	England	North Lincolnshire			06/01/2015	05/31/2018	Inactive	
North America	New York	North Merrick Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	Manitoba	North Norfolk MacGregor Regional Library		Messersmith	01/01/2017	06/30/2017	Inactive	Manitoba Rural Library Consortia
Australia	Queensland	North Queensland Network	TAB001		08/18/2015	06/30/2020	Active	
North America	Illinois	North Riverside Public Library		mhaddadnull	08/01/2016	07/31/2017	Inactive	
Europe, UK	England	North Somerset Library			04/17/2014	02/12/2018	Inactive	
North America	Illinois	North Suburban Library District	7057147	mhaddadnull	07/01/2016	06/30/2017	Inactive	
North America	Texas	North Texas Libraries on the Go		cstrickland	10/01/2016	09/30/2017	Inactive	
Europe, UK	England	North Tyneside Libraries	10000161		11/01/2014	10/31/2018	Inactive	
North America	British Columbia	North Vancouver City Library	7040608	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	British Columbia	North Vancouver District Public Library	7040642	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
Australia	New South Wales	North Western Library			04/01/2015	03/31/2017	Inactive	
Europe, UK	England	North Yorkshire County Libraries	10000160		04/01/2015	03/31/2018	Inactive	
Europe, UK	England	Northamptonshire Library and Information Service	10000155		11/01/2014	10/31/2018	Inactive	
North America	Massachusetts	Northborough Free Library		ngilbert	08/01/2016	07/31/2017	Inactive	
North America	Illinois	Northbrook Public Library		mhaddadnull	10/01/2016	09/30/2017	Inactive	
North America	Pennsylvania	Northeast Library District	7061630	lkurucz	08/01/2016	07/31/2017	Inactive	
North America	Mississippi	Northeast Regional Library		mpoynter	07/01/2016	06/30/2017	Inactive	
Australia	New South Wales	Northern Beaches Libraries			12/01/2014	07/31/2019	Active	
North America	Alberta	Northern Lights Library System	7080635	Messersmith	11/01/2016	10/31/2017	Inactive	
North America	New York	Northern Onondaga Public Library		rseifert	10/01/2016	09/30/2017	Inactive	
North America	Illinois	Northlake Public Library		mhaddadnull	02/01/2017	01/31/2018	Inactive	
New Zealand	New Zealand	Northland Libraries Zinio eMagazines			09/23/2015	09/30/2018	Inactive	
North America	California	NorthNet Library System		hyena	07/01/2016	06/30/2017	Inactive	
Europe, UK	England	Northumberland Libraries	NOR202		09/15/2015	09/30/2018	Inactive	
North America	Virginia	Northumberland Public Library	7060037	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Connecticut	Norwalk Public Library	1726934	jlevy	12/01/2016	11/30/2017	Inactive	
Europe, UK	England	Nottingham City Council			08/18/2016	08/31/2017	Inactive	
Europe, UK	England	Nottinghamshire County Council	10000162		04/01/2015	03/31/2018	Inactive	
North America	Nova Scotia	Nova Scotia Public Libraries		rseifert	11/01/2016	10/31/2017	Inactive	
Europe, Europe without UK	Finland	Nurmijarven ja Hyvinkaan kirjastot		ballan1	01/01/2017	12/31/2017	Inactive	
North America	New York	Nyack and Valley Cottage Libraries		jlevy	02/01/2017	01/31/2018	Inactive	
North America	Illinois	Oak Brook Public Library	1725186	mhaddadnull	12/01/2016	11/30/2017	Inactive	
North America	Wisconsin	Oak Creek High School		mhaddadnull	10/01/2016	09/30/2017	Inactive	
North America	Illinois	Oak Lawn Public Library	7099611	mhaddadnull	04/01/2016	03/31/2017	Inactive	
North America	Illinois	Oak Park Public Library	7063214	mhaddadnull	01/01/2017	12/31/2017	Inactive	
North America	California	Oakland Public Library	1741892	hyena	09/01/2016	08/31/2017	Inactive	
North America	Ontario	Oakville Public Library	7081677	rseifert	01/01/2017	12/31/2017	Inactive	
North America	California	OC Public Libraries		hyena	02/01/2017	01/31/2018	Inactive	
North America	New Jersey	Ocean City Free Public Library	7050296	lkurucz	06/01/2016	05/31/2017	Inactive	
North America	New Jersey	Ocean County Library		Doss	11/01/2016	10/31/2017	Inactive	
North America	New York	Oceanside Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	Ohio	Ohio BWC Library		dmcdonald1	05/01/2016	04/30/2017	Inactive	
North America	West Virginia	Ohio County Public Library		dmcdonald1	07/01/2016	06/30/2017	Inactive	WV Deli-7120407 - Acorn, Qello, Indieflix
North America	British Columbia	Okanagan Regional Library	7040672	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Oklahoma	Oklahoma Digital Magazine Library		swilks	06/01/2016	05/31/2017	Inactive	
North America	Massachusetts	Old Colony Library Network		jlevy	02/01/2017	01/31/2018	Inactive	
North America	Nebraska	Omaha Public Library		PaulGillespie	03/01/2016	02/28/2017	Inactive	
North America	North Carolina	Onslow County Public Library	7026716	swilliams1	08/01/2016	07/31/2017	Inactive	
North America	California	Ontario City Library		mransdell	10/01/2016	09/30/2017	Inactive	Inland Library System
Europe, Europe without UK	Belgium	Openbare Bibliotheek Gent - Bibliotheek De Krook		ballan1	01/01/2017	12/31/2017	Inactive	
North America	Florida	Orange County Library System	1720517	Doss	10/01/2016	09/30/2017	Inactive	No MTP
North America	Virginia	Orange County Public Library	7052382	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	California	Orange Public Library		mransdell	10/01/2016	09/30/2017	Inactive	Santiago
North America	Ontario	Orillia Public Library	7057179	rseifert	01/01/2017	12/31/2017	Inactive	
North America	Illinois	Orland Park Public Library	7109351	mhaddadnull	04/01/2016	03/31/2017	Inactive	
North America	Illinois	Oswego Public Library District	1744160	mhaddadnull	02/01/2017	01/31/2018	Inactive	
North America	Ontario	Ottawa Public Library	7052598	Messersmith	07/01/2016	06/30/2017	Inactive	
North America	Wisconsin	Outagamie Waupaca Library System - OwlsNet		mhaddadnull	12/15/2016	12/31/2017	Inactive	
North America	Minnesota	Owatonna Public Library	1725715	PaulGillespie	03/01/2016	02/28/2017	Inactive	
North America	Ontario	Owen Sound & North Grey Union Public Library		rseifert	01/01/2017	12/31/2017	Inactive	
North America	Ontario	Oxford County Library	1726322	rseifert	10/01/2016	09/30/2017	Inactive	
North America	New York	Oyster Bay-East Norwich Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	Illinois	Palatine Public Library District		mhaddadnull	01/01/2017	12/31/2017	Inactive	
North America	Saskatchewan	Palliser Regional Library and Moose Jaw Public Library		Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Florida	Palm Beach County Library System		Doss	08/15/2016	08/31/2017	Inactive	
North America	California	Palm Springs Public Library		mransdell	10/04/2016	09/30/2017	Inactive	Inland Library System
New Zealand	Palmerston	Palmerston North City Library			06/15/2015	06/30/2018	Inactive	
North America	California	Palo Alto City Library	1742329	mransdell	06/01/2016	05/31/2017	Inactive	
North America	Illinois	Palos Heights Public Library		mhaddadnull	01/01/2017	12/31/2017	Inactive	
North America	New Jersey	PALS Plus Library Consortium	7108617	lkurucz	01/27/2017	01/31/2018	Inactive	
North America	Virginia	Pamunkey Regional Library		swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
Australia	Victoria	Parade College			02/24/2015	02/29/2020	Active	
North America	Kentucky	Paris-Bourbon County Public Library	1727442	mpoynter	07/01/2016	06/30/2017	Inactive	
North America	Illinois	Park Ridge Public Library		mhaddadnull	02/01/2017	01/31/2018	Inactive	
North America	West Virginia	Parkersburg and Wood County Public Library		dmcdonald1	11/01/2016	10/31/2017	Inactive	
Australia	New South Wales	Parkes Shire Library			05/29/2014	06/30/2020	Active	
North America	Alberta	Parkland Regional Library	1737238	Messersmith	11/01/2016	10/31/2017	Inactive	Alberta Municipal Affairs 7104420
North America	Saskatchewan	Parkland Regional Library	7057564	Messersmith	07/01/2016	06/30/2017	Inactive	
Australia	Australian Capital Territory	Parliamentary Library			03/18/2016	03/31/2020	Active	
Australia	New South Wales	Parramatta City Library			08/16/2015	08/31/2019	Active	
North America	Texas	Pasadena Public Library		cstrickland	04/01/2016	03/31/2017	Inactive	
North America	California	Pasadena Public Library		hyena	09/01/2016	08/31/2017	Inactive	
North America	New York	Patchogue-Medford Library	1728458	swilliams1	03/01/2016	02/28/2017	Inactive	
North America	Kentucky	Paul Sawyier Public Library		dmcdonald1	03/01/2016	02/28/2017	Inactive	
North America	Massachusetts	Peabody Institute Library		jlevy	06/01/2016	05/31/2017	Inactive	
North America	Massachusetts	Peabody Institute Library of Danvers		jlevy	07/01/2016	06/30/2017	Inactive	
North America	Alberta	Peace Library System	7081642	Messersmith	11/01/2016	10/31/2017	Inactive	Alberta Municipal Affairs 7104420
North America	Georgia	Peachtree City Public Library		bgilbert	11/01/2016	10/31/2017	Inactive	
North America	New York	Pearl River Public Library	7079716	jlevy	11/01/2016	10/31/2017	Inactive	
North America	British Columbia	Pemberton & District Public Library	7040670	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
Australia	New South Wales	Penrith City Library			02/01/2015	01/31/2020	Active	
North America	British Columbia	Penticton Public Library		Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Ohio	Perry County District Library	7061774	dmcdonald1	07/01/2016	06/30/2017	Inactive	Acorn & IF
North America	Ontario	Peterborough Public Library	7047441	rseifert	07/01/2016	06/30/2017	Inactive	
North America	Virginia	Petersburg Public Library System	7052490	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Texas	Pflugerville Public Library		cstrickland	01/01/2017	12/31/2017	Inactive	
North America	New Jersey	Phillipsburg Free Public Library	7081841	lkurucz	01/01/2017	12/31/2017	Inactive	
North America	Arizona	Phoenix Public Library	1739721	hyena	01/01/2017	12/31/2017	Inactive	
North America	Washington	Pierce County Library	1726932	Messersmith	02/01/2017	01/31/2018	Inactive	
North America	Kentucky	Pike County Public Library District	1730271	dmcdonald1	10/01/2016	09/30/2017	Inactive	
North America	Colorado	Pikes Peak Library District	1717466	hyena	10/01/2016	09/30/2017	Inactive	
North America	Arizona	Pima County Public Library	1724245	hyena	06/01/2016	05/31/2017	Inactive	
North America	Manitoba	Pinawa Public Library		Messersmith	01/01/2017	06/30/2017	Inactive	Manitoba Rural Library Consortia
North America	New York	Pioneer Library System		rseifert	08/15/2016	08/31/2017	Inactive	
North America	New York	Pittsford Community Library	7109707	rseifert	05/01/2016	04/30/2017	Inactive	
North America	Virginia	Pittsylvania County Public Library	7052450	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
Australia	New South Wales	Pittwater Council Mona Vale Library Service			12/01/2014	11/30/2017	Inactive	
North America	California	Placentia Public Library		mransdell	10/01/2016	09/30/2017	Inactive	Santiago
North America	New York	Plainedge Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	Illinois	Plainfield Public Library	7052089	mhaddadnull	12/01/2016	06/30/2017	Inactive	
North America	Indiana	Plainfield-Guilford Township Public Library		dmcdonald1	10/01/2016	09/30/2017	Inactive	
North America	New York	Plainview-Old Bethpage Public Library		swilliams1	01/01/2017	12/31/2017	Inactive	Nassau
North America	Florida	PLAN Digital Group		bgilbert	11/01/2016	10/31/2017	Inactive	PLAN 7191397
North America	Texas	Plano Public Library	7026611	cstrickland	02/01/2017	01/31/2018	Inactive	
North America	California	Pleasanton Public Library		mransdell	07/01/2016	06/30/2017	Inactive	livermore pleasanton san leandro
Europe, UK	England	Plymouth Library Service			04/01/2015	03/31/2018	Inactive	
North America	Quebec	Pointe-Claire Public Library		rseifert	11/01/2016	10/31/2017	Inactive	
North America	Illinois	Poplar Creek Public Library		mhaddadnull	07/01/2016	06/30/2017	Inactive	
North America	Virginia	Poquoson Public Library	7052921	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
New Zealand	Wellington	Porirua City Libraries			08/17/2014	08/31/2017	Inactive	
North America	British Columbia	Port Moody Public Library	7040669	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	New York	Port Washington Public Library		swilliams1	12/15/2016	12/31/2017	Inactive	Nassau
North America	Michigan	Portage District Library		dmcdonald1	12/01/2016	11/30/2017	Inactive	
North America	Manitoba	Portage la Prairie Regional Library		Messersmith	01/01/2017	06/30/2017	Inactive	Manitoba Rural Library Consortia
North America	Indiana	Porter County Public Library		dmcdonald1	06/01/2016	05/31/2017	Inactive	
Europe, UK	England	Portsmouth Library Service	10000172		11/01/2014	10/31/2017	Inactive	
North America	New Hampshire	Portsmouth Public Library		jlevy	08/01/2016	07/31/2017	Inactive	
North America	Virginia	Portsmouth Public Library	7052094	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842 SVOD - Acorn and TGC
North America	British Columbia	Pouce Coupe Public Library	7040668	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Colorado	Poudre River Public Library District	1725637	hyena	01/01/2017	12/31/2017	Inactive	
North America	British Columbia	Powell River Public Library		Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Virginia	Powhatan County Public Library	7052452	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Florida	PPLC		bgilbert	11/01/2016	10/31/2017	Inactive	
North America	Illinois	Prairie Trails Library District	7077454	mhaddadnull	10/01/2016	09/30/2017	Inactive	
North America	Ohio	Preble County District Library	7057150	dmcdonald1	03/18/2013	03/31/2017	Inactive	
North America	British Columbia	Prince George Public Library	7049901	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Maryland	Prince George's County Memorial Library System	1738982	Doss	10/01/2016	09/30/2017	Inactive	
North America	British Columbia	Prince Rupert Public Library	7040667	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Virginia	Prince William Public Library	7052504	Doss	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	New Jersey	Princeton Public Library	7026517	lkurucz	02/01/2017	01/31/2018	Inactive	
North America	Ohio	Public Library of Mt. Vernon & Knox County	1737027	dmcdonald1	04/07/2015	03/31/2017	Inactive	
North America	Virginia	Pulaski County Library System	7077501	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Indiana	Pulaski County Public Library		dmcdonald1	03/01/2016	02/28/2017	Inactive	
North America	Ohio	Putnam County District Library		dmcdonald1	08/01/2016	07/31/2017	Inactive	
Asia	Qatar	Qatar National Library	7043963	ballan1	10/01/2016	12/31/2017	Inactive	
North America	New York	Queens Public Library	7052077	Doss	06/01/2016	05/31/2017	Inactive	
North America	Arizona	R H Johnson Library	7062121	mransdell	09/01/2016	08/31/2017	Inactive	
North America	Virginia	Radford Public Library	7052423	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	British Columbia	Radium Hot Springs Public Library	7040666	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Minnesota	Ramsey County Library	1726982	mears	02/01/2017	01/31/2018	Inactive	MELSA
North America	California	Rancho Cucamonga Public Library		mransdell	10/01/2016	09/30/2017	Inactive	Inland Library System
North America	California	Rancho Mirage Public Library	7064190	mransdell	10/01/2016	09/30/2017	Inactive	Inland Library System
North America	North Carolina	Randolph Public Library	7026728	swilliams1	09/01/2016	08/31/2017	Inactive	
Australia	New South Wales	Randwick Library			02/01/2015	01/31/2020	Active	
New Zealand	Rangitikei	Rangitikei District Libraries			06/15/2015	06/30/2017	Inactive	
North America	South Dakota	Rapid City Public Libraries		cpitcher	01/01/2017	12/31/2017	Inactive	
North America	Louisiana	Rapides Parish Library		cstrickland	07/01/2016	06/30/2017	Inactive	
North America	Virginia	Rappahannock County Library	7054042	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Maryland	RBdigital Account Manager Demo Library			01/01/2016	12/31/2019	Active	
North America	Maryland	RBdigital Children's Trial			09/01/2016	08/31/2017	Inactive	
North America	Maryland	RBdigital Global Catalog		ballan1	01/01/2015	12/31/2018	Inactive	
North America	Maryland	RBdigital Magazine Value Collection		bgraysales	01/01/2017	12/31/2017	Inactive	
North America	Maryland	RBdigital Trial Customer Library	7038616		01/01/2017	12/31/2017	Inactive	
North America	Maryland	RBdigital Zinio for Libraries Article Trial			06/01/2016	05/31/2017	Inactive	
Europe, UK	England	Read Liverpool			12/01/2014	11/30/2017	Inactive	
North America	Massachusetts	Reading Public Library		jlevy	10/01/2016	09/30/2017	Inactive	
North America	Alberta	Red Deer Public Library	1743338	Messersmith	11/01/2016	10/31/2017	Inactive	Alberta Municipal Affairs 7104420
Australia	Queensland	Redland Libraries	10000380		12/01/2014	11/30/2019	Active	
North America	California	Redondo Beach Public Library		mransdell	08/01/2016	07/31/2017	Inactive	
North America	California	Redwood City-Menlo Park-San Bruno	7057551	mransdell	08/01/2016	07/31/2017	Inactive	
North America	Rhode Island	Redwood Library		ngilbert	09/15/2016	09/30/2017	Inactive	
North America	Saskatchewan	Regina Public Library		Messersmith	05/01/2016	04/30/2017	Inactive	
North America	Ontario	Region of Waterloo Library	7084133	rseifert	01/01/2017	12/31/2017	Inactive	
Europe, UK	Scotland	Renfrewshire Libraries Headquarters			01/01/2015	12/31/2019	Active	
North America	Quebec	Reseau BIBLIO Capitale-Nationale et Chaudiere-Appalaches		rseifert	10/15/2016	10/31/2017	Inactive	
North America	Quebec	Reseau Biblio de l'Estrie		rseifert	05/15/2016	05/31/2017	Inactive	
North America	Quebec	Reseau Biblio de l'Outaouais		rseifert	10/01/2016	09/30/2017	Inactive	
North America	Quebec	Reseau BIBLIO de la Gaspesie-lles-de-la-Madeleine		rseifert	02/01/2017	01/31/2018	Inactive	
North America	Quebec	Reseau BIBLIO de la Monteregie		rseifert	06/01/2016	05/31/2017	Inactive	
North America	Quebec	Reseau Biblio du Centre-du-Quebec, de Lanaudiere et de la Mauricie		rseifert	08/01/2016	07/31/2017	Inactive	
North America	Quebec	Reseau BIBLIO du Saguenay-Lac-Saint-Jean		rseifert	08/15/2016	08/31/2017	Inactive	
North America	Quebec	Reseau des bibliotheques de Repentigny		rseifert	04/15/2016	04/30/2017	Inactive	
North America	Massachusetts	Reuben Hoar Library	7061718	jlevy	08/01/2016	07/31/2017	Inactive	SVOD -- Acorn, Qello, Pongalo, Great Courses, Learn it Live, MTP;
North America	Texas	Richardson Public Library		cstrickland	11/01/2016	10/31/2017	Inactive	
North America	South Carolina	Richland Library		swilliams1	10/01/2016	09/30/2017	Inactive	
North America	Washington	Richland Public Library	1744037	Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Virginia	Richmond County Public Library	7081869	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Georgia	Richmond County Technical Career Magnet High School		WTCox	01/16/2017	01/31/2018	Inactive	
North America	Ontario	Richmond Hill Public Library		rseifert	07/01/2016	06/30/2017	Inactive	
North America	British Columbia	Richmond Public Library	7040665	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Virginia	Richmond Public Library	7052376	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
Australia	New South Wales	Richmond Tweed Regional Library			07/01/2015	07/31/2019	Active	
Europe, UK	England	Richmond Upon Thames			08/24/2016	08/31/2017	Inactive	
Australia	New South Wales	Richmond Upper Clarence Regional Library			12/18/2014	12/31/2019	Active	
North America	Connecticut	Ridgefield Library		jlevy	07/01/2016	06/30/2017	Inactive	Value - Non-Overdrive overlapping
North America	New Mexico	Rio Rancho Public Library		cstrickland	07/01/2016	06/30/2017	Inactive	
North America	Minnesota	River Roads Libraries Digital Services	7098611	PaulGillespie	03/01/2016	02/28/2017	Inactive	
North America	Illinois	Riverdale Public Library	7052772	mhaddadnull	06/01/2016	05/31/2017	Inactive	
North America	California	Riverside County Library System		hyena	10/01/2016	09/30/2017	Inactive	Inland Library System
North America	California	Riverside Public Library		hyena	10/01/2016	09/30/2017	Inactive	Inland Library System
North America	Missouri	Riverside Regional Library	7109350	swilks	05/01/2016	04/30/2017	Inactive	
North America	Virginia	Roanoke City Public Library	7052380	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Virginia	Roanoke County Public Library	7063208	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Minnesota	Rochester Public Library		PaulGillespie	04/01/2016	03/31/2017	Inactive	
North America	Virginia	Rockbridge Regional Library	7076485	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Illinois	Rockford Public Library	7057132	mhaddadnull	10/01/2016	09/30/2017	Inactive	
Australia	Queensland	Rockhampton Regional Libraries			06/01/2015	05/31/2020	Active	
North America	New York	Rockville Centre Public Library		swilliams1	12/15/2016	12/31/2017	Inactive	Nassau - SVOD (acorn only)
North America	Ohio	Rodman Public Library		dmcdonald1	03/01/2016	02/28/2017	Inactive	
Other	South Africa	Roedean School		ballan1	08/01/2016	07/31/2017	Inactive	
North America	Arkansas	Rogers Public Library	1721089	swilks	05/01/2016	04/30/2017	Inactive	
North America	Missouri	Rolling Hills Consolidated Library	7051610	swilks	05/01/2016	04/30/2017	Inactive	Acorn, Qello
North America	Illinois	Rolling Meadows Library		mhaddadnull	02/01/2017	01/31/2018	Inactive	
North America	New York	Roosevelt Public Library		swilliams1	12/15/2016	12/31/2017	Inactive	Nassau
North America	British Columbia	Rossland Public Library	7040664	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	New Mexico	Roswell Public Library		cstrickland	08/01/2016	07/31/2017	Inactive	
Europe, UK	England	Rotherham MBC	10000187		11/01/2014	10/31/2018	Inactive	
New Zealand	Rotorua	Rotorua Library	L_ROT001		12/01/2015	11/30/2017	Inactive	
North America	Texas	Round Rock Public Library	7109571	cstrickland	01/01/2017	12/31/2017	Inactive	
North America	Texas	Rowlett Public Library		cstrickland	03/01/2016	02/28/2017	Inactive	
North America	Virginia	Russell County Public Library	7052363	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
Europe, Europe without UK	Finland	Rutakko Libraries		ballan1	02/01/2017	01/31/2018	Inactive	
North America	California	Sacramento Public Library		hyena	10/01/2016	09/30/2017	Inactive	
North America	Virginia	Salem Public Library	7052632	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	Arkansas	Saline County Library	1736997	swilks	05/01/2016	04/30/2017	Inactive	
North America	British Columbia	Salmo Valley Public Library	7040787	Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Utah	Salt Lake City Public Library	1731680	hyena	10/01/2016	09/30/2017	Inactive	
North America	British Columbia	Salt Spring Island Public Library		Messersmith	01/01/2017	12/31/2017	Inactive	BC Libraries Cooperative 7040759
North America	Virginia	Samuels Public Library	1726017	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	California	San Bernardino County Library		mransdell	10/01/2016	09/30/2017	Inactive	Inland Library System
North America	California	San Bernardino Public Library		mransdell	10/01/2016	09/30/2017	Inactive	Inland Library System
North America	California	San Francisco Public Library		hyena	11/01/2016	10/31/2017	Inactive	
North America	California	San Jose Public Library	7032576	hyena	08/01/2016	07/31/2017	Inactive	
North America	California	San Leandro Community Library		mransdell	07/01/2016	06/30/2017	Inactive	livermore pleasanton san leandro
North America	California	San Mateo County Library		hyena	07/01/2016	06/30/2018	Inactive	Peninsula Library System
North America	North Carolina	Sandhill Regional Library System		swilliams1	07/01/2016	06/30/2017	Inactive	
North America	Florida	Sanibel Public Library		bgilbert	11/01/2016	10/31/2017	Inactive	
North America	California	Santa Ana Public Library		mransdell	07/01/2016	06/30/2017	Inactive	
North America	California	Santa Clara City Library	7076906	mransdell	07/01/2016	06/30/2017	Inactive	
North America	California	Santa Clara County Library	1736650	hyena	07/01/2016	06/30/2017	Inactive	Acorn TV only
North America	California	Santa Cruz Public Libraries	1728218	hyena	07/01/2016	06/30/2017	Inactive	
North America	California	Santa Fe Springs City		mransdell	04/01/2016	03/31/2017	Inactive	Value Collection
North America	California	Santa Monica Public Library		mransdell	12/01/2016	06/30/2017	Inactive	
North America	Georgia	Sara Hightower Regional Library System		bgilbert	07/01/2016	06/30/2017	Inactive	GADD
North America	New York	Saratoga Springs Public Library		jlevy	10/01/2016	09/30/2017	Inactive	
North America	Saskatchewan	Saskatoon Public Library	7057559	Messersmith	07/01/2016	06/30/2017	Inactive	
Europe, Europe without UK	Finland	Satakirjastot		ballan1	01/01/2017	12/31/2017	Inactive	
North America	Ontario	Sault Ste. Marie Public Library		rseifert	07/01/2016	06/30/2017	Inactive	
North America	Massachusetts	Sawyer Free Library		jlevy	07/01/2016	06/30/2017	Inactive	
North America	New York	Scarsdale Public Library	7052351	rseifert	09/01/2016	08/31/2017	Inactive	SVOD--A, Q; unlimited; No IF, P, Br
